figure_file,axes_index,axes_title,artist_type,artist_label,series_index,point_index,x,y,width,height
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,0,0,1.0000131597022701,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,1,0.0057142857142857143,0.84030295600093274,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,2,0.011428571428571429,0.78977805393538592,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,3,0.017142857142857144,0.75572573868623183,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,4,0.022857142857142857,0.72976996641799974,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,5,0.028571428571428571,0.70876252082577929,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,6,0.034285714285714287,0.6911316926346226,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,7,0.040000000000000001,0.67596687408561706,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,8,0.045714285714285714,0.66268858455297497,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,9,0.051428571428571428,0.65090324583523285,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,10,0.057142857142857141,0.64033038091954197,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,11,0.062857142857142861,0.63076257275976488,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,12,0.068571428571428575,0.62204184836042442,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,13,0.074285714285714288,0.6140449679702914,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,14,0.080000000000000002,0.60667384859113294,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,15,0.085714285714285715,0.59984909936633779,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,16,0.091428571428571428,0.59350552259984624,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,17,0.097142857142857142,0.58758890037484135,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,18,0.10285714285714286,0.58205364741472809,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,19,0.10857142857142857,0.57686106294769979,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,20,0.11428571428571428,0.57197800605841176,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,21,0.12,0.56737587656365773,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,22,0.12571428571428572,0.56302982022371384,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,23,0.13142857142857142,0.55891810123973862,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,24,0.13714285714285715,0.55502160137267142,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,25,0.14285714285714285,0.55132341603347412,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,26,0.14857142857142858,0.54780852566037552,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,27,0.15428571428571428,0.54446352595741454,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,28,0.16,0.54127640492022522,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,29,0.1657142857142857,0.53823635705859241,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,30,0.17142857142857143,0.53533362766646497,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,31,0.17714285714285713,0.53255938144951287,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,32,0.18285714285714286,0.52990559108683999,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,33,0.18857142857142858,0.52736494215361074,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,34,0.19428571428571428,0.52493075167641368,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,35,0.20000000000000001,0.52259689795763553,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,36,0.20571428571428571,0.5203577598653486,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,37,0.21142857142857144,0.51820816417395221,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,38,0.21714285714285714,0.51614333954368541,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,39,0.22285714285714286,0.51415887635839841,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,40,0.22857142857142856,0.51225069135074852,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,41,0.23428571428571429,0.51041499652547595,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,42,0.23999999999999999,0.50864827161926884,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,43,0.24571428571428572,0.50694723973163602,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,44,0.25142857142857145,0.50530884561953715,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,45,0.25714285714285712,0.50373023642474057,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,46,0.26285714285714284,0.50220874433865526,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,47,0.26857142857142857,0.50074187115541879,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,48,0.2742857142857143,0.49932727439225699,,
maic_m_water-methanol_5_NaBr_h2o40_meoh60.png,0,"NaBr in water-methanol at 298.15 K (x_H2O=0.40, x_Methanol=0.60) [MIAC_m]",line,NaBr 2012,0,49,0.28000000000000003,0.49796275250210814,,
