figure_file,axes_index,axes_title,artist_type,artist_label,series_index,point_index,x,y,width,height
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,0,0,1.0000101292299564,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,1,0.0028571428571428571,0.91062295032173546,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,2,0.0057142857142857143,0.878591114465052,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,3,0.0085714285714285719,0.85571884523108899,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,4,0.011428571428571429,0.83749632758320214,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,5,0.014285714285714285,0.82219353918602722,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,6,0.017142857142857144,0.80893111785558869,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,7,0.02,0.79719113891919946,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,8,0.022857142857142857,0.78663893126721673,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,9,0.025714285714285714,0.77704389798853801,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,10,0.028571428571428571,0.76823945856640163,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,11,0.031428571428571431,0.76010082181330207,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,12,0.034285714285714287,0.75253176532326471,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,13,0.037142857142857144,0.74545633203906425,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,14,0.040000000000000001,0.73881338154479359,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,15,0.042857142857142858,0.73255288352335346,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,16,0.045714285714285714,0.72663331860892011,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,17,0.048571428571428571,0.72101979100044589,,
maic_m_water-ethanol_4_NaCl_h2o79_etoh21.png,0,"NaCl in water-ethanol at 298.15 K (x_H2O=0.79, x_Ethanol=0.21) [MIAC_m]",line,NaCl 2012,0,18,0.051428571428571428,0.71568273825353612,,
